id,text,polarization,language
hau_7e782089a038f3fd7b6a1f85d7071430,tv muna lalace qabali wanda aka nufi da gaskiya kafiri binaffi suna da alqur'ani har sani haka mace hankali ya yi ne muka gudanrufe kafirun biddin da sharrin baka sani da nawa muka yi? ##url,1,hau
khm_2b15d08ceb0096850b84c5e277a567cc,កៅអីខាងក្រោយវាអត់ស្រួលទេ ព្រោះវាខ្លីពេក។,0,khm
hau_dc6812bbea6e6eb365670fefa29b039d,"Yan kwankwasiyya ne ba suka iya dawo ba, kowa yasan haka da keke",1,hau
khm_5c001679d815742eff655ce8c52f7859,ការផ្តល់សេវាកម្មទៅខេត្តផ្សេងៗនៅក្នុងប្រទេសកម្ពុជានិងបណ្តាប្រទេសជាប់ព្រំដែននឹងចាប់ផ្តើមជាបន្តបន្ទាប់ចាប់ពីច�,0,khm
khm_5c893354260011632d0184eab0450872,ជាមធ្យមក្រសួងទទួលបានពាក្យស្នើសុំចុះបញ្ជីម៉ាកថ្មីប្រមាណ១០០០ម៉ាកក្នុង១ឆ្នាំ។,0,khm
hau_e1861e321c2390d8a94016cd1e58245f,"Waya, har zuwa kada ya yi muhimman aiki, yan arewa suna zanga zangon mata kuma suna yi irin Allah ya sa biyu.",1,hau
khm_6ed3358c7acba0b84a2942a8b8d90b3a,ពេលគេមើលសាច់ឈាម និងក្បាលទំពែកគ្រប់គ្រាន់ហើយ គេក៏ជឿថាបុរសទំពែកជាអតីតបុរសដែលល្អដាច់គ្រាមដៃ ទើបចៅក្រមអោយគា�,0,khm
khm_ca8c11e8e4f532dca4b9014de1156fc1,ជុំវិញការបង្ហោះការស្ទង់មតិនេះ លោក ហ្គីតាណាស់ ណូសេដា (Gitanas Nausėda) ប្រធានាធិបតីប្រទេសលីទុយអានី បានឆ្លើយតបដោយសារម,0,khm
khm_d8d37cb7800b5117e748a775157c26c9,គេគ្រាន់ជាប់សារថា កាហ្វេចូលមកកម្ពុជាដំបូងតាមរយៈបារាំង ដូចគ្នានឹងវៀតណាម និងឡាវ។,0,khm
hau_97f60609886715967a6466731ffcf950,BABBAR MAGANA MUSHIRIKAI YAN SHI'A SUNA ZIYARTE KABARIN HUSSAIN BAN YI AIKIN HAJJI BAI GANE BIHARUL,1,hau
hau_4d0c38832fe4d0d1cfbf6297411a49f9,Cin mutuncin masarauta da sunkuma dala a aljihun babbar riga sai ganduje kafin koyaya baka.,1,hau
hau_616a470943ee95fb8b4b4eb7b71c732e,"Allah ta warwata makiyan sarki da shirin su. Allah ya kara Sarki lafiya ya jaa zamanin Sarki, Allah ya tsine tsula da Abida da kiriku shegu bakin iyaye, in shaa Allahu baza su gama da duniya lafiya ba, in shaa Allah suna ji suna gani Sarki ze yi Silver Jubilee a gidan rumfa.",1,hau
hau_5e8759080e120ccad97c9029ab478975,allah muna je allah muna je...koda kafiri ne muna tattara tukuma da mulki da adalci haka koda alaqawarin ruguza da imani ya allah ganduje buhari🙏🏻 ##url,1,hau
khm_d25326032c136abdff95f94730c527f1,ដំបូងឡើយមនុស្សនៅទីនោះសុទ្ធតែជាកុឡាទាំងអស់ដែលបានមករស់នៅទីនេះដោយសារតែការប្រាថ្នាមកជីកយកត្បូងដែលមាននៅក្នុ,0,khm
hau_07e458567e298ff5393d1d5f939f2eab,Anfada GWOGGON matsiyata Mutane su Gama Aiki tsawon Shekara 35 amma kudin da baikai ya kawo ba Dole acire mata Wani abu. Ya Allah ka kara karemu daga Miyagun Mutane.,1,hau
khm_f2528ad5ad1eef3e6d6e7c429a000688,ក្នុងពិធីសម្ពោធមួយនេះដែរ លោកស្រី ច័ន្ទ ដាវី ដែលជាស្ថាបនិកកោះស្លាកែតស្ទូឌីយោ និងជាអគ្គនាយកក្រុមហ៊ុន និង,0,khm
hau_3eb678f4cd4bfa73cc378ecc4a20467d,Kana namiji bakada kudi kuma kana wari kamar mataccen bunsuru wai meyasa maza dayawa basason gyaran jikinsa ne?,1,hau
hau_4d0c38832fe4d0d1cfbf6297411a49f9,"Cin mutuncin masarauta da sunkuma dala a aljihun babbar riga sai ganduje, ba za a iya kawo kaiɗo ba!",1,hau
hau_516871254ea85b6f15c116675d28206e,"Gwamnatin Kano ta yan kwalta ne, kada san na ba ne jiki kano kada kwarantan kano ta hankali ne.",1,hau
khm_892f62c788c7698b0861d894ec9905da,ថ្លែងកាមេរ៉ា លោក Bastrykin បាននិយាយថា ក្រុមអ្នកស៊ើបអង្កេតបានកំណត់ផ្លូវដែលរថយន្តនោះបានបើកទៅ និងអ្នកពាក់ព័ន្ធនឹងការផ,0,khm
khm_fcf23c4a12b46add4aa35f5f9e311571,យើងឃើញមានការប្រឈមមុខគ្នាខ្លះៗកាលពីម្សិលមិញ។,0,khm
khm_02d74eca6f8fe623ffb10333e58c79c3,ចក្ខុវិស័យរបស់សាលាគឺបង្កើតភាពជាអ្នកដឹកនាំសម្រាប់យុគសម័យថ្មី។,0,khm
khm_d1daa7a8e42e99d98752d149feeab7cd,លោក ប្រាក់ សុខុន ដែលជាឧបនាយករដ្ឋមន្ត្រី បានប្រាប់ទីភ្នាក់ងារ សារព័ត៌មាន AKP របស់កម្ពុជាថា មានប្រទេសខ្លះឆ្លើយតបហើយ,0,khm
hau_39933cd44df45778de31c8b5f437926c,"@USER katsina kuma kai taura take,ba yawan kafirai sai yawan munafikai (yan jin zafi)",1,hau
khm_885c09257531d57b834db2278462724e,ខាងក្រោមនេះគឺជាគន្លឹះទាំង៥ ដែលអ្នក និងគ្រួសារអាចអនុវត្តបាន ដើម្បីឲ្យគេងលក់លឿន និងធ្វើឲ្យជីវិតកាន់តែប្រស,0,khm
hau_7a4d2fa7f08b6e22cc621321a62b639c,"Dan gidan Ali baba, yaro kayi gadon jahilci da munafurci. Baban ka su suke tura ganduje ga halaka. Tana ne yake ciyar daki.",1,hau
hau_e290fb7a92e741d0be36f7334cf4226a,#arewa Dole ya nufi Arab kasa domin wallahi babu wanda za a iya gwara mada dasu domin kare baya ko bin makiyin mai bashida abinci kada ya kebi lallai naga wayewa agunku yan Kaduna,1,hau
khm_21ef0ed1ede335b6052d2b1911901f68,ដើម្បីអោយផ្លូវនេះរលូនយូរ គេត្រូវការបច្ចេកទេសជាក់លាក់ ហើយថវិកាចំនួនប្រមាណ៧០លានដុល្លារក៏ត្រូវបានគេគ្រោងទ�,0,khm
khm_c93b1d40de8c9e3c31e57112fe2ce259,ដូច្នេះគេអាចយល់បានហើយ ប្រសិនបើសេចក្តីសម្រេចដែលបានសរសេរដោយសហរដ្ឋអាមេរិក និងអាល់បានី មិនឆ្លងក្រុមប្រឹក្សាសន្�,0,khm
hau_15239d146263a2e18ba88737bacae5c3,Aboki inyamiri nake ne? Nura Ali Warure Malam ya ga makwanci bawan Allahn sune! Har inyamiri abun tsoho ne,1,hau
khm_94d126fd5909014121e33fa56db38824,ចំនួនអ្នកស្លាប់ក្នុងសង្គ្រាមឡើងដល់លេខ ១៧០ នាក់ ដោយសារការប្រយុទ្ធរវាងក្រុមដែលបន្ទោសគ្នាទៅវិញទៅមក ដែលធ្វើឱ្យ,0,khm
khm_5f4da0e89d772422a4146c7690852acb,កំពង់ផែទេសចរណ៍សមុទ្រនេះ បានសាងសង់លើដីកំរិតជាង ៤ហិកតា ហើយការសាងសង់បានចាប់ផ្តើមតាំងពីឆ្នាំ២០១៨ ដល់ទៅច�,0,khm
khm_7e6ac705bcf5cb0b575b91216e5ad5b9,ក្រុមហ៊ុនចម្រាញ់ប្រេងនៅតែមានប្រេងប្រហែល ៧ លានតោនសល់ បន្ទាប់ពីការនាំចេញក្នុងខែកញ្ញា។,0,khm
khm_d067899918f147c00e87ac933ab1a6f4,អ្នកណាមួយដែលបានជួលគេមកកក់ដំណើរកម្សាន្តនេះ គេប្រាប់យើងថា៖ «យើងទៅដល់ទីកន្លែងហ្នឹងហើយឱ្យពួកគេជាអ្នកទស្សនា ចូ,0,khm
khm_71bf413607225b2adf1e575a204c94f7,នៅរដូវកាលថ្មីនេះ ក្នុងរយៈពេល ៨ ប្រកួតដំបូង Ronaldo គ្រាន់តែបាន ១ គ្រាប់។,0,khm
khm_8e781577071ed498d8bf3a09dba64791,របៀបវារៈអភិវឌ្ឍន៍ប្រកបដោយនិរន្តរភាពឆ្នាំ ២០៣០ ត្រូវបានដាក់ឲ្យដំណើរការ ខណៈដែលមានការចូលរួម និងសមភាពកាន់តែច្�,0,khm
hau_373dba2dd674da5443cb85c455b78094,ain't it wild how till now we (tijjaniyyah) still ain't linked to no terrorism. we battle with our souls. gara dan bidi'a da dan haram.,1,hau
hau_98b068dc51310dbf6e15697bf9513a50,"Wai duk sauran jihohin arewa basu da abin yi ne acan sai a Kano? Yan tuwo tuwo da masa daga gabas, yan jagwal da barayi daga yamma, Yan kwalema daga tsakiya. Yasin kun takura mana har ga Allah.",1,hau
khm_55fa746977edb54450a5f50b96bce1a7,បច្ចុប្បន្នមានគំរូសាលាថ្មីប្រមាណ ១១ សាលាកំពុងសាកល្បងនៅទូទាំងប្រទេស ដោយមានគោលដៅពង្រីកទៅដល់ ១០០ សាលានៅឆ្នាំ,0,khm
khm_061633c9a33b0ba2aeb5a356b55e3d0f,នេះគឺបើតាមឯកសាររបស់សេតវិមាន ដែលបានផ្ញើទៅកាន់ក្រសួងការបរទេសកាលពីថ្ងៃទី១៥ ខែកញ្ញា។,0,khm
khm_5611f5f88eda5962b4f30a3267a6e8fd,គ្លុយស៊ីតត្រូវបានបំបែកទៅជាគ្លុយកូសដែលហូរចូលក្នុងឈាមតាមរយៈភ្នាសពោះវៀន។,0,khm
hau_c66ec5926ad2c1ae956aef64772e0e72,"@USER kadauwa ne, amma asalin yake da tashan suna fagge",1,hau
khm_1576a9a34851af7bf0ec5dcc80e3f7bf,ក្នុងឆ្នាំ២០០៣ ក្រសួងការងារ និងបណ្តុះបណ្តាលវិជ្ជាជីវៈ បានបង្កើតក្រុមប្រឹក្សាអាជ្ញាកណ្តាល ដើម្បីដោះស្រាយវិវា�,0,khm
khm_2f96c004e80522936b29f5297edb49f1,ក្នុងន័យនេះដែរ សម្តេចតេជោ បានស្នើសុំដល់គុយបា ឱ្យពិនិត្យពិចារណា និងជំរុញកិច្ចសហប្រតិបត្តិការជាមួយកម្ពុជា,0,khm
hau_327a13b4d4d3bbb085d29cb4cb3d88ce,"kano state result:- yayan arna, babar baje, zakawa haihuwa dayawa, waniyan gaba soshin!",1,hau
khm_14ada391e657080ed9fbd7dcd1f4f2e2,ពាក់ព័ន្ធនឹងគុណភាពស្នប់ទឹករវៃនេះ អ្នកស្រីគឹម ភាលី បានបញ្ជាក់ដោយធៀបជាមួយអណ្តូងស្នប់ធម្មតាយ៉ាងនេះ៖,0,khm
hau_c26a9636483aa0a4075dd24456e42070,"yana samun jahilan da kusurwan dakikai irin wadannan a cikin alumma suna kiran kansu malamai, kada kai har yawa a kasa. ##url",1,hau
khm_2d52d9eee6cbf1991912ad70e1f0697d,ខ្ញុំកំពុងតែមានថ្នាំលេបហើយ។,0,khm
khm_de94b0a89c765aa8be25dfff82f5e3eb,ដូចសវនាការពេលមុនៗដែរ ក្នុងបន្ទប់ជំនុំជម្រះនៃសវនាការលើកទី៦១ នេះ នៅតែស្ថិតក្នុងការតាមដានពីតំណាងអង្គទូត មន,0,khm
hau_2bc79d4f042375cdc82d19b376a06dee,#mykaduna tsaro muke bukata ba shirman baka dawo. #matasa ku dawo hayyacin ku. ##url,1,hau
khm_a685f52c9756a88a40d27fd3e508b3ac,ទី៣.ទំហំកូនត្រីដែលដាក់ចិញ្ចឹមគួរមានទម្ងន់យ៉ាងហោចណាស់១០ក្រាម,0,khm
khm_eac77e95439d0e78186fa03e7114cf1d,អាមេរិកប្រើប្រទេសអ៊ុយក្រែនជាកន្លែងសាកល្បងអាវុធរបស់ពួកគេ ជាមួយប្រទេសរុស្ស៊ី។,0,khm
khm_674ba97fecb766df19ef2c711d5400a0,ក.រោគសញ្ញាមានសង្កេតឃើញដើមស្រូវមានសភាពតឿក្រិនមិនបែកចេញជាគុម្ព ស្លឹកមានពណ៌លឿងទុំនៅផ្នែកចុងដោយឡែក ហើយអណ្តែត,0,khm
hau_a85d446e3f154f3f3d0f94b412b730c0,"Wai arewa 24 ta yahudawa ce suka kafata saboda tayi fada da sunnah TV, kaga mutun da gemu a habarsa ko kinyar yin qarya bayaji 🤦😂 To mudai arewa 24 tamuce 😂💃",1,hau
hau_7ed9450494ae80ef996eff7fe7db05d1,"@USER go cook and serve your Shia food, we don’t want your twisted beliefs here. Allah has already exposed your filthy intentions.",1,hau
khm_c3e744a0a869992e62e4bc49b5d08645,បណ្តាប្រទេសដែលនាំចូលប្រេងពីរុស្ស៊ី កំពុងដោះស្រាយសម្ពាធពីសម្ព័ន្ធមិត្តលោកខាងលិច។,0,khm
