id,text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation,language
ben_563ba1b9e746358645fc20c748fc8365,"আওয়ামী লীগ মানেই হচ্ছে সয়তান, ইসলামের শত্রু, বাংলাদেশের শত্রু, মিথ্যাবাদি, ভোট চোর, ব্যাংক ডাকাত, রক্তে ভরা হাত, আর গণ",0,1,0,0,1,0,ben
khm_aac429ebd1a80fa067f6cb3e763d9b30,គេងមិនគ្រប់គ្រាន់ម៉ាន់ប៉ះពាល់អ័រម៉ូនហួសហែន បង្កអោយអ័រម៉ូនឃ្លានឡើងខ្លាំង អ័រម៉ូនខ្លាញ់ទាបចុះ ធ្វើឲ្យ,0,0,0,0,0,1,khm
arb_883e06a68c455f81b19f5c1aac74ba8f,مع احترامي لقناتكم بس خليتوا الحمقى يكبروا وعاملوهم كأنهم بشر وهمه زنابيل مابيه. منو هادا؟؟ ماشفناه وماعرفناه. اعوذ بالله,1,1,1,1,1,1,arb
khm_5c30108d70c0d7dab0a3b7d495924c03,ខ្ញុំគួរតែដឹងថាខ្លួនជាអ្នកណា មិនចេះកំណត់ពីទីកន្លែងរបស់ខ្លួនឯង ហើយមករំខានជីវិតអ្នក។,0,0,0,0,0,1,khm
khm_1e05d7a48b4fe7f496dba69f347fd175,ភស្តុតាងដែលបានបង្ហាញចេញពីបាតុកម្មរយៈពេល១៣ថ្ងៃកម្លងទៅនេះគឺជនសត្វព្រៃ និងសមាជិកសហជីពដឹកនាំដោយឈ្មោះ ឈឹម ស,0,0,1,0,0,0,khm
tur_588b85ae2797405af06ad014c8bbfb48,@USER @USER NANKÖRLERİN HEPSİ YIKILIP GİDİP HERŞEY ARINDIĞINDA BU TOPLUM SONUNDA NEFES ALACAK,1,1,1,1,1,0,tur
amh_cf94220c3a1c258e10b596d339422944,በአናብስቶቹ የሸዋ ፋኖ ከመደምሰስ ተርፎ የተማረከው የወራሪው ኦነግ ሽኔ ታጣቂ ነው። ተጨማሪ ምስልና መረጃ ከቴሌግራም ቻናላችን ያግኙ።,0,1,1,0,0,1,amh
amh_838f933f0dc326af1e0960365eb4b9d5,አውሬው የወያኔ ሰራዊት፣ አረመኔው አግኣዚ፣ ጀግናው መከላከያ ሰራዊት፣ ሩህሩህ ወታደር ጂኒ ሲያሰሉ! ድሮ የጠፋው ጦር!!,1,1,1,0,0,0,amh
khm_9646a2aff5c501b9bcb90eb026d19f23,គាត់បន្ថែមទៀតថា គាត់មិនខ្វល់អំពីអារម្មណ៍នៃការមិនពេញចិត្តទេ ប៉ុន្តែអះអាងថា ការស្ទង់មតិនេះអាចជួយការពារជីវ�,0,0,0,0,1,0,khm
zho_8283e756a2e51a16ef50a884d353a36a,雅利安人算个屁！\\r歧视黑佬就算了，\\r居然还敢看不起我们黄种人，\\r黄种人才是世界的主宰,0,1,1,1,0,0,zho
amh_f568a61af82ca4d4b32eaf9b4f49f780,@USER ሰይጣኑ ተወልዶ ነበር። ለዚያም ቤተሰብዎ ቀርቶ ሞተዋል። ሲጠፉ ይበላሹና እራስዎ ይጠፋሉ። እሱ የማይናወጥ ሥቃይ ሆነ። አንተ የራስህ ስም አጥፉ,0,1,1,0,0,0,amh
amh_501b358436ca9c473cbadc65b6a10877,@USER የጅኑት ፍፅሜ እየተቃረበ ነው፤ ሰኒ የሚሰማው አይነት ነው።,1,0,1,1,0,0,amh
fas_5562648c4a32a960986539a22cec39e3,زبون همون علی کریمی رو هم دست‌های خونی گشت ارشاد به درازا انداخته,0,1,0,1,1,0,fas
tur_64d99a4c1411dd0806f8fe92e8027526,Suriyeli Kadına Tecavüz Eden Hayvan İdam Edilsin! #HayvanKalmakİçin,1,1,1,0,1,0,tur
khm_3ad2d731d2efe763ad8d1ebee1461862,ប្រទេសកូរ៉េខាងជើង ដែលអស់រយៈពេលជាច្រើនឆ្នាំមកហើយត្រូវបានក្រុមប្រឹក្សាសន្តិសុខហាមឃាត់មិនឱ្យធ្វើការសាកល្បងនុ,0,0,0,0,0,1,khm
khm_49e430333757637befcf00b9fc1bae78,អាយុ៣៨ឆ្នាំជាអាជីវករនៅផ្សារកាប់គោបាននិយាយថា៖ខ្ញុំមិនខ្វល់ទេថាគាត់នៅមានជីវិតឬអត់ គាត់ស្លាប់ទៅហើយគ្មាននរណ,0,0,0,0,1,0,khm
fas_7e877b0c1b0ba592e30bbf6bab5d5d42,اسکل با اینترنت ملی نرو وی پی ان روشن کن بعد برو.رو اینترنت جهانی سایتشون ترکوندن و همه‌شونو هک کن تا ببینی چقدر دزد و خون‌فروش هستن.,0,1,0,1,0,1,fas
arb_28ef256069e00fdbaa87db157012836a,لو يجيبوا أحسن حكام الكون لو تخسروا تتهمونه بس فاشلين من غير ما تفكروا، عيب وعار، فريقكم ماهو أهل للثقة ولا للوجود.,1,1,0,1,0,1,arb
tur_73a7345257377345c4bda339206307ea,"@USER @USER Zaten mantık demek sizin gibi mazoşistlerin anlayacağı bir şey değil, sarhoşken yazmasanız da olmaz çünkü akıl sahibi değilsiniz. Cumhuriyet tarihinin en büyük hizmetini yapan tek parti Ak Parti'dir, gerisi hepsi batıl inanışla yönetilen melun partilerdir. Sizler gibi zihniyetlerle Türkiye'yi düşünmek bile imkansız.",1,1,0,1,1,1,tur
khm_549954d843ef41d72e3781e075495dda,ប្អូនទៅតអាកូនឆ្កែមិនប្រយោជន៍នឹងវាចង់តោងល្បីប្អូនស្រីទេម្ងៃៗវាគ្មានធ្វើស្អីទេ,0,0,1,0,0,0,khm
khm_103c821a599a38a707b8a64e6bfc632b,បាទបើបិទខ្ទប់ទៀត គឺនិយាយឱ្យចំគឺ ដូចមនុស្សជាប់គុក ហើយមនុស្សអត់បាយហូបអ៊ីចឹងបង ព្រោះរាល់ថ្ងៃរកបានតែកំណាក�,0,0,0,0,0,1,khm
tur_10377dbe02c98a11fd98816575b735bd,"Allah'ım ne akfc başlamış bu işte.. Bu adamların yapmadığı rezilliği yok yani. Kimi güçlü kimini korktuğu için değil, herkesin üstüne çullanacaklar. Nisa finale kalır dedikoduları çıkınca bu pisliklerin gerçek yüzleri bir anda ortaya çıktı. Daha çok kıyamazlar diye kuduruyorum.",1,1,0,1,1,0,tur
khm_d132f319e0e3d40f742c108395089cc0,ដាក់រដ្ឋបាលអន្តរកាលចំពោះឃុំសង្កាត់ដែលខ្វះការគ្រប់គ្រងល្អ ដោយមិនសុីវិលនឹងភាពត្រឹមត្រូវរបស់វា។,0,0,0,0,1,0,khm
zho_a04420d67fd7d3427c4d4bb10efb8b37,我那个年代压根儿就没有像样的白富美，那些女官二代富二代长得跟妖魔鬼怪似的。,1,1,1,0,0,0,zho
arb_bb3a539997a163bb3edb194f33850968,اللهم انصر جبناء السودان وارنا عجائب قدرتك في دولة الخيانة الإماراتية المحتلة,1,1,0,1,1,1,arb
fas_efd8c85b327b5a047631cd501d16bb78,میگه حجاب و نظامو دوست نداره ولی مهریه و طلاقشو میخواد، چه ربطی داره دیگه؟,0,0,0,0,1,1,fas
tel_815627bd6589b6d2c99fdd7f27e5121f,ఈ రోజు వాతావరణం చాలా ఘోరంగా ఉంది మరియు చల్లటి గాలి అసలు తగలకూడదు వాటికి,0,0,1,1,1,0,tel
amh_8db493e49c45773b846ca430c6df83f6,@USER ከነ ሀይማኖቱ እንኳን የላችሁም ከብት እሳት መንጋ,1,0,1,0,0,0,amh
khm_2550b98d0615b07b95670e312aab9726,ការសិក្សាមួយពីក្រសួងកសិកម្ម ដែលបានចេញផ្សាយនៅក្នុងខែមិថុនា ឆ្នាំ ២០១៧ បានរកឃើញថា សព្វថ្ងៃនេះ ចំនួនប្រជាជន,0,0,0,0,1,0,khm
tur_871d6ec3d97748ed98be08c14343c712,"@USER @USER Ya işte böyle namussuz bu herifler. Türk'e düşman hepsi ama kafalarını bir güzel dağıtmayı mı unuttular, ""bir Türk on bin düşmana bedeldir.""",0,1,0,1,0,1,tur
zho_2f8d3d5f182d527ae742ba804130f8d3,网上有个广东人和福建人互怼，福建人笑话广东人啥都敢吃。广东人回嘴说没错，我们连福建佬都啃,1,1,1,0,0,0,zho
fas_f37602c862cd4559f7b601190159e3d0,جمهوری اسلامی تنها مشکل راه دمکراسی حداقلی نیست، چون بعضی از مخالفان هم که فک می‌کنن خودشون جایگزین مناسبی هستن، از ابتدایی‌ترین اصول دمکراسی مثل آزادی بیان و رسانه سرپیچی می‌کنن.,0,0,0,0,0,1,fas
arb_ae9d341d830afa3b3d204aaf8e8f3e77,الشيعة ما عندهم دين يارجل، الشيعة خلق ضال، وانطق بما لايخصك، وين砸ت وين انكسرت الشاشة اللي وراك,1,1,0,1,1,1,arb
fas_203a73be48913c87a38b2617d84bbf56,پس می‌پذیری که آزادی بیان باید ضابطه داشته باشه، چون خیلی‌ها اصلاً شایستگی استفاده ازش رو ندارن و هر حرفی می‌زنن بهشون برسن.,1,0,0,0,1,1,fas
arb_e53fea24fbcb94ed31abafdf81e0a509,هتاف قلوبنا يقول: لا سلم للدولة المجرمة الصهيونية اللي ما تفهم غير لغة الدم والعنف.,1,1,1,1,0,1,arb
khm_dd6438d87e1abeb3c6edd78c2919c5b2,ចំណាយពេលធ្វើរឿងដូចគ្នារាល់ថ្ងៃគ្មានអត្ថន័យទេ វាគ្រាន់តែធ្វើឲ្យក្លាយជាទម្លាប់ដោយឥតបានការ ហើយបើអត់មានគំនិតបង្ក,0,0,0,0,0,1,khm
fas_8d5ce554eb627f2e22c84b51bcfa94ca,راست می‌گن لقمه حرام تو سبک زندگی و عاقبت بدهی خیلی تأثیر داره! نگاه کن چجوری به گله حیوانات پیوستند,0,1,1,0,0,0,fas
khm_5c9017c123faaaa51ea6d5789594d018,ម្យ៉ាងវិញទៀត មនុស្សដែលគេងមិនបានគ្រប់គ្រាន់ ឬ គេងលក់ហួសកម្រិត គឺជាប្រភេទមនុស្សដែលងាយនឹងឡើងខូលេស្តេរ៉ូល ដ,0,0,0,0,0,1,khm
tur_554e09525210e3b0c32a7c15f28c4140,"""Yine aynı pislik Türkler, vergi verip yoksul kalmaya mahkûm, kanı akıtsınlar ama Suriyelilere hiçbir şey demeyin. Onlar sadece alçakça istila ederken, Türkler her zaman çile çekmeye programlı. Böyle bir adaletsizlik ancak bu çürümüş sistemde olur!""",1,1,0,1,1,0,tur
fas_48ef560203f0ad049db8d31e9ee1ecc1,از ماشین ملی تا شبکه ملی، هرچی گندزده و کارکشته باشه حتماً نام ملی داره! وای به حال ملیت ما که دیگه نجاتی نداره!,0,1,0,0,0,1,fas
khm_936eddc97e335f989aa943d081da975b,ប្រឈមនឹងការគំរាមកំហែងខ្វះទឹក ដំណោះស្រាយមួយក្នុងចំណោមដំណោះស្រាយជាច្រើនផ្សេងទៀត បាននិងកំពុងទទួលការចាប់អារ,0,0,0,0,1,0,khm
khm_cdf922f28811c9f19b0ab74adc2b7b1b,តែអានេះ មិនដឹងជាហ្ហែងមនុស្សប្រភេទអីទេ បានជាមុខក្រាស់ជាងស្បែកក្របូរទៅទៀតចឹង។,0,0,1,0,0,0,khm
khm_4d350a3dc14e14be55dfa37cf7b2d12c,នៅក្នុងសុន្ទរកថាខាងក្រៅការិយាល័យប្រធានាធិបតី លោកស្រី ត្សៃ បានលើកឡើងថា វាគួរឱ្យស្អប់ខ្ពើមណាស់ ដែលប្រទេសចិនបា�,0,0,1,0,0,0,khm
arb_756912a5c88e55816b8a69c4f213843d,مثال هؤلاء الزنابق يجب تصفيتهم من جذورهم حتى ما يبقوا ينخرن في المجتمع ويكونوا عبرة لغيرهم، لأن قبل أيام واحد خانع قتل زوجته وابنه بحضنه واعترف أن أمه غرّته على التخلص منهم,1,1,1,1,0,1,arb
khm_f01971f6b22e8b9d25e86e5cd1fa64f3,ឯអ្នកដែលដាក់អន្ទាក់នៅលើចុងឈើនោះ នៅពេលវិលមកដល់ផ្ទះហើយ ពួកគេនិយាយគ្នាថា តាំងពីដូនតារហូតមកដល់ឥឡូវនេះ គ្�,0,0,0,0,0,1,khm
fas_9017cfc749621fc56a5af443cb76cb7c,مسوولینی که نمی‌تونن یه فرزند درست کنن، ولی برای فرهنگ، دین، پوشش، اقتصاد و حتی زادودرستی دیگران سر داد می‌زنن.,0,1,0,0,0,1,fas
ben_cc3105a0cc1909ae6335816b73b12af1,"মির্জাফর ফখরুলের মুখে জুতা ঠুসে দিক আর হারিকেন গোয়ায় বাঁশ দিয়ে তাদের মাথা চাপা দিক, বিএনপির ডাইনোসর রাজনীতির শেষ দি�",0,1,0,1,1,0,ben
fas_d43376b1fc00ef6c9da95931916291c6,ترامپ اگه وسط تهران بیاد باز هم جرات ندارن بهش دست بزنن!,0,0,0,0,0,1,fas
tur_d1f2c0031fc310dfba9082cf938e6c81,@USER @USER ne ala siz on numara müslüman orospuları nıka oruc tut diyen heriflere tag atıyorsunuz beyniniz mi var yoksa?,1,0,0,1,1,0,tur
fas_3ab6d48548d09dc37937972ddfd1e77c,کسایی که الان از حقوق حرف میزنید قبلاً بردگی رو هم قانون میدونستید,1,0,1,0,0,1,fas
khm_5a86d77c9a9b22e0f5ccca5e8d6d18f2,អគ្គលេខាធិការនៃសមាគមអ្នកអភិវឌ្ឍន៍លំនៅឋានកម្ពុជា លោក ហ៊ុយ វណ្ណា បានប្រាប់ ភ្នំពេញ ប៉ុស្តិ៍ថា វិបត្តិកូវីដ �,0,0,0,0,1,0,khm
ben_be4483c26acef641348d8f48d6046370,"সময় টিভির দালালী আর গেলো না, মানুষের যানচলাচল বন্ধ করে নাটক দেখায় কি বলে মন্তব্য করলে তৃপ্তি পাবে কে জানে তুমি কিই বু�",0,0,0,0,1,0,ben
arb_ba752cb086e574fe78031ff21aa15483,الإمارات الخيانة ما هي غير وجه قبيح لليهود المجرمين.,1,1,0,1,0,1,arb
khm_3ad2d731d2efe763ad8d1ebee1461862,ប្រទេសកូរ៉េខាងជើង អស់រយៈពេលជាច្រើនឆ្នាំមកហើយដែលគេមិនអនុញ្ញាតឱ្យធ្វើការសាកល្បងនុយក្លេអ៊ែរ និងការបាញ់កាំជ្�,0,0,0,0,0,1,khm
khm_0d0216eddcc76620bff6a34af3e3b77b,ប្រជាពលរដ្ឋ និងប៉ូលិសក្នុងតំបន់បានប្រាប់អ្នកយកព័ត៌មានថា ជនស៊ីវិលត្រូវបានសម្លាប់ក្នុងអំឡុងពេលជាច្រើនខែនៃការ,0,0,0,0,0,1,khm
